ID_token,price_diff,total_price,pred_price,fur_value,pattern_value,eye_shape_value,fur_value,accent_colour_value,base_colour_value,eye_colour_value,pattern_value,mouth_value,image_url_png,opensea
841617,-1.7249101017580335,7.572400670115611,5.8474905683575775,koladiviya,tiger,chronic,koladiviya,purplehaze,greymatter,cyan,tiger,soserious,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/841617.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/841617
324883,-1.722779277719095,10.763654394089828,9.040875116370733,ragdoll,amur,thicccbrowz,ragdoll,sandalwood,aquamarine,strawberry,amur,pouty,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/324883.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/324883
879456,-1.7208979509737645,7.768323976693663,6.047426025719899,birman,rascal,chronic,birman,purplehaze,bananacream,dahlia,rascal,fangtastic,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/879456.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/879456
831350,-1.7046625945289984,7.545286150165248,5.84062355563625,selkirk,totesbasic,wiley,selkirk,cashewmilk,brownies,sapphire,totesbasic,pouty,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/831350.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/831350
808400,-1.6677119824282975,7.9747058001090485,6.306993817680751,koladiviya,rorschach,wiley,koladiviya,cashewmilk,greymatter,cyan,rorschach,impish,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/808400.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/808400
831245,-1.661767198105684,7.662368571598431,6.000601373492747,ragdoll,amur,wonky,ragdoll,frosting,brownies,cyan,amur,soserious,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/831245.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/831245
846792,-1.643625878363121,7.747302565826414,6.103676687463293,koladiviya,rorschach,chronic,koladiviya,purplehaze,greymatter,cyan,rorschach,fangtastic,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/846792.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/846792
861982,-1.643212709873075,7.768323976693663,6.125111266820588,ragdoll,rascal,wonky,ragdoll,kalahari,cottoncandy,sapphire,rascal,confuzzled,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/861982.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/861982
834929,-1.6379454520270036,7.682803864920165,6.044858412893161,selkirk,amur,wiley,selkirk,purplehaze,cottoncandy,dahlia,amur,soserious,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/834929.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/834929
830633,-1.6270206361995756,7.596221344337726,5.969200708138151,koladiviya,totesbasic,wiley,koladiviya,purplehaze,bananacream,cyan,totesbasic,happygokitty,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/830633.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/830633
